#,Folio,Programa,Tipo,Área,Carrera,Coordinador que inscribe,Curso de Inducción,Empresa,Domicilio
156,148875,ACOMPAÑAMIENTO ACADÉMICO PARA LOS ALUMNOS DE NUEVO INGRESO EN LAS MATERIAS DE MATEMÁTICAS.,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLUADIO Y 14 SUR. EDIF. 104D COL: SAN MANUEL,CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7236
(222) 2295500 EXT 7236
etonel@hotmail.com"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLUADIO Y 14 SUR. EDIF. 104D COL: SAN MANUEL,CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7236
(222) 2295500 EXT 7236
etonel@hotmail.com"
,,,,,,,,,
157,148878,ELABORACIÓN DE UNA PLATAFORMA EDUCATIVA PARA LA ENSEÑANZA DE LAS MATEMÁTICAS EN LA FCC.,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLUADIO Y 14 SUR. EDIF. 104D COL: SAN MANUEL,CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7236
(222) 2295500 EXT 7236
etonel@hotmail.com"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLUADIO Y 14 SUR. EDIF. 104D COL: SAN MANUEL,CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7236
(222) 2295500 EXT 7236
etonel@hotmail.com"
,,,,,,,,,
158,148879,ELABORACIÓN DE VIDEOJUEGOS EDUCATIVOS PARA NIÑOS DE PRIMARIA,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLUADIO Y 14 SUR. EDIF. 104D COL: SAN MANUEL,CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7236
(222) 2295500 EXT 7236
etonel@hotmail.com"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLUADIO Y 14 SUR. EDIF. 104D COL: SAN MANUEL,CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7236
(222) 2295500 EXT 7236
etonel@hotmail.com"
,,,,,,,,,
159,148899,ANALISIS DE DATOS CON INTELIGENCIA ARTIFICIAL,Serv Social,"FACULTAD DE CIENCIAS DE LA COMPUTACIÓN, EDIFICIO CCO2- CUBÍCULO 103 AV 14 SUR Y AV. SAN CLAUDIO CU",Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO, CU S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(1222) 2295500 EXT 2850
(1222) 2295500 EXT 2850
marycarmen.santiago@correo.buap.mx"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO, CU S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(1222) 2295500 EXT 2850
(1222) 2295500 EXT 2850
marycarmen.santiago@correo.buap.mx"
,,,,,,,,,
160,148900,CALENTAMIENTO GLOBAL E INTELIGENCIA ARTIFICIAL,Serv Social,"FACULTAD DE CIENCIAS DE LA COMPUTACIÓN, EDIFICIO CCO2- CUBÍCULO 103 AV 14 SUR Y AV. SAN CLAUDIO CU",Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO, CU S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(1222) 2295500 EXT 2850
(1222) 2295500 EXT 2850
marycarmen.santiago@correo.buap.mx"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO, CU S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(1222) 2295500 EXT 2850
(1222) 2295500 EXT 2850
marycarmen.santiago@correo.buap.mx"
,,,,,,,,,
161,148903,MIGRACIÓN DE BASES DE DATOS WEB,Serv Social,"FACULTAD DE CIENCIAS DE LA COMPUTACIÓN, EDIFICIO CCO2- CUBÍCULO 103 AV 14 SUR Y AV. SAN CLAUDIO CU",Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO, CU S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(1222) 2295500 EXT 2850
(1222) 2295500 EXT 2850
marycarmen.santiago@correo.buap.mx"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO, CU S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(1222) 2295500 EXT 2850
(1222) 2295500 EXT 2850
marycarmen.santiago@correo.buap.mx"
,,,,,,,,,
162,148904,PLATAFORMA DE SEGUIMIENTO ACADÉMICO E IA,Serv Social,"FACULTAD DE CIENCIAS DE LA COMPUTACIÓN, EDIFICIO CCO2- CUBÍCULO 103 AV 14 SUR Y AV. SAN CLAUDIO CU",Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO, CU S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(1222) 2295500 EXT 2850
(1222) 2295500 EXT 2850
marycarmen.santiago@correo.buap.mx"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO, CU S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(1222) 2295500 EXT 2850
(1222) 2295500 EXT 2850
marycarmen.santiago@correo.buap.mx"
,,,,,,,,,
163,148919,DISEÑO DE OBJETOS DE APRENDIZAJE PARA ESTUDIANTES CON DISCAPACIDAD (VISUAL -AUDITIVA),Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO N/C COL: JARDÍNES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7230
(222) 2295500 EXT
etelvina@cs.buap.mx"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO N/C COL: JARDÍNES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7230
(222) 2295500 EXT
etelvina@cs.buap.mx"
,,,,,,,,,
164,148922,INVESTIGACIÓN DE TECNOLOGÍAS EMERGENTES PARA EL APRENDIZAJE DIGITAL,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO N/C COL: JARDÍNES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7230
(222) 2295500 EXT
etelvina@cs.buap.mx"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO N/C COL: JARDÍNES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7230
(222) 2295500 EXT
etelvina@cs.buap.mx"
,,,,,,,,,
165,148941,COLABORACIÓN CON EL LABORATORIO DE ANALISIS FORENSE DIGITAL PARA REALIZAR UNA PLATAFORMA COMPUTACIONAL EN EL LNS,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 sur y Av. san Claudio s/n COL: San Manuel CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7214
(222) 2295672 EXT
lecolme@cs.buap.mx"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 sur y Av. san Claudio s/n COL: San Manuel CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7214
(222) 2295672 EXT
lecolme@cs.buap.mx"
,,,,,,,,,
166,148942,APLICACIONES MEDICAS DE SISTEMAS DE TIEMPO REAL PARA LA SALUD,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 sur y Av. san Claudio s/n COL: San Manuel CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7214
(222) 2295672 EXT
lecolme@cs.buap.mx"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 sur y Av. san Claudio s/n COL: San Manuel CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7214
(222) 2295672 EXT
lecolme@cs.buap.mx"
,,,,,,,,,
167,148943,ANALISIS Y DISEÑO DE DISPOSITIVO TECNOLOGICO PARA: 1.SILLA DE RUEDAS 2.ELECTROENCEFALOGRAMA,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 sur y Av. san Claudio s/n COL: San Manuel CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7214
(222) 2295672 EXT
lecolme@cs.buap.mx"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 sur y Av. san Claudio s/n COL: San Manuel CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7214
(222) 2295672 EXT
lecolme@cs.buap.mx"
,,,,,,,,,
168,148956,ORGANIZACIÓN Y MANTENIMIENTO FÍSICO DE MATERIAL BIBLIOGRÁFICO DE LA BIBLIOTECA CENTRAL UNIVERSITARIA,Serv Social,BIBLIOTECA CENTRAL UNIVERSITARIA,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,DIRECCION GENERAL DE BIBLIOTECAS,"13 SUR 2903 COL: VOLCANES CP: 72410
Puebla , Puebla
(222) 2295500 EXT 6281
(222) 2295500 EXT 6282
rene.garcia@correo.buap.mx"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,DIRECCION GENERAL DE BIBLIOTECAS,"13 SUR 2903 COL: VOLCANES CP: 72410
Puebla , Puebla
(222) 2295500 EXT 6281
(222) 2295500 EXT 6282
rene.garcia@correo.buap.mx"
,,,,,,,,,
169,148958,SOPORTE TÉCNICO Y ORGANIZACIÓN DE MATERIAL EN EL ÁREA DE TIFLOTECNIA (CIEGOS Y DÉBILES VISUALES) DE LA BCU,Serv Social,BIBLIOTECA CENTRAL UNIVERSITARIA,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,DIRECCION GENERAL DE BIBLIOTECAS,"13 SUR 2903 COL: VOLCANES CP: 72410
Puebla , Puebla
(222) 2295500 EXT 6281
(222) 2295500 EXT 6282
rene.garcia@correo.buap.mx"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,DIRECCION GENERAL DE BIBLIOTECAS,"13 SUR 2903 COL: VOLCANES CP: 72410
Puebla , Puebla
(222) 2295500 EXT 6281
(222) 2295500 EXT 6282
rene.garcia@correo.buap.mx"
,,,,,,,,,
170,148982,TECNOLOGÍA DIDÁCTICA PARA LA EDUCACIÓN SUPERIOR,Serv Social,FACULTAD DE ARQUITECTURA,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE ARQUITECTURA,"BOULEVARD VALSEQUILLO SIN NÚMERO COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2647946 EXT 00
(222) 2647946 EXT 00
carola.azpiazu@correo.buap.mx"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE ARQUITECTURA,"BOULEVARD VALSEQUILLO SIN NÚMERO COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2647946 EXT 00
(222) 2647946 EXT 00
carola.azpiazu@correo.buap.mx"
,,,,,,,,,
171,149031,SISTEMA ASISTENTE VIAL DE MULTAS,Serv Social,LABORATORIO DE INGENIERÍA DEL LENGUAJE Y DEL CONOCIMIENTO,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 sur esq. avenida San Claudio 104A - 23 COL: San Manuel CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7233
(222) 2295500 EXT 7233
bbeltranmtz@gmail.com"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 sur esq. avenida San Claudio 104A - 23 COL: San Manuel CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7233
(222) 2295500 EXT 7233
bbeltranmtz@gmail.com"
,,,,,,,,,
172,149081,PROGRAMA DE ATENCIÓN A NIÑOS SIN ESCUELA,Serv Social,CENTRO UNIVERSITARIO DE PARTICIPACIÓN SOCIAL,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,CENTRO UNIV. DE PART.SOCIAL,"14 SUR 5507 COL: SAN MANUEL CP: 72590
Puebla , Puebla
(222) 2295500 EXT 2580
(222) 2335977 EXT 0
SERVICIOSOCIALCUPS@GMAIL.COM"
173,149130,ANÁLISIS DE SENTIMIENTOS EN PROCESAMIENTO DE LENGUAJE NATURAL PARA CAMPAÑAS ELECTORALES EN LA PLATAFORMA TWITT,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AVE. SN. CLAUDIO EDIFICIO 104C 303C COL: SAN MANUEL CP: 72570
Puebla , Puebla
(22) 2295500 EXT 5673
(22) 2295500 EXT 5673
beatriz.bernabe@gmail.com"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AVE. SN. CLAUDIO EDIFICIO 104C 303C COL: SAN MANUEL CP: 72570
Puebla , Puebla
(22) 2295500 EXT 5673
(22) 2295500 EXT 5673
beatriz.bernabe@gmail.com"
,,,,,,,,,
174,149131,MANUAL DE PRÁCTICAS DE LABORATORIO DEL SOFTWARE MODEL CHAMLAB,Serv Social,EN LÍNEA,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO SIN NUMERO COL: SAN. MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7372
(222) 2295672 EXT 7373
mgonzalez@cs.buap.mx"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO SIN NUMERO COL: SAN. MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7372
(222) 2295672 EXT 7373
mgonzalez@cs.buap.mx"
,,,,,,,,,
175,149134,ATENCION PROFESIONAL Y PROYECTOS SCT,Serv Social,DIFERENTES AREAS,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES FEDERAL,"AV. INSURGENTES1089 Col:NOCHE BUENA CP: 3720
Distrito Federal ,Benito Juarez
(55)54824200 Ext: 1423
(55)54824200 Ext: 1473
A@NINGUNO.B"
176,149138,PROCESAMIENTO DE LENGUAJE NATURAL EN PYTHON PARA CONOCER LA TENDENCIA Y EL AUMENTO DE FEMINICIDIOS,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AVE. SN. CLAUDIO EDIFICIO 104C 303C COL: SAN MANUEL CP: 72570
Puebla , Puebla
(22) 2295500 EXT 5673
(22) 2295500 EXT 5673
beatriz.bernabe@gmail.com"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AVE. SN. CLAUDIO EDIFICIO 104C 303C COL: SAN MANUEL CP: 72570
Puebla , Puebla
(22) 2295500 EXT 5673
(22) 2295500 EXT 5673
beatriz.bernabe@gmail.com"
,,,,,,,,,
177,149243,TECNOLOGÍA DIGITAL APLICADA A LA INNOVACIÓN EDUCATIVA,Serv Social,FACULTAD DE INGENIERÍA QUÍMICA,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE INGENIERIA QUIMICA,"AV. SAN CLAUDIO ESQUINA CON LA 14 PONIENTE SIN NUMERO COL: SAN MANUEL CP:
Puebla , Puebla
(12) 22295500 EXT 7250
() EXT
MIGUEL.ALVARADO@CORREO.BUAP.MX"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE INGENIERIA QUIMICA,"AV. SAN CLAUDIO ESQUINA CON LA 14 PONIENTE SIN NUMERO COL: SAN MANUEL CP:
Puebla , Puebla
(12) 22295500 EXT 7250
() EXT
MIGUEL.ALVARADO@CORREO.BUAP.MX"
,,,,,,,,,
178,149245,BIOARTE,Serv Social,"SANTA CLARA OCOYUCAN, PUEBLA",Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE INGENIERIA QUIMICA,"AV. SAN CLAUDIO ESQUINA CON LA 14 PONIENTE SIN NUMERO COL: SAN MANUEL CP:
Puebla , Puebla
(12) 22295500 EXT 7250
() EXT
MIGUEL.ALVARADO@CORREO.BUAP.MX"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE INGENIERIA QUIMICA,"AV. SAN CLAUDIO ESQUINA CON LA 14 PONIENTE SIN NUMERO COL: SAN MANUEL CP:
Puebla , Puebla
(12) 22295500 EXT 7250
() EXT
MIGUEL.ALVARADO@CORREO.BUAP.MX"
,,,,,,,,,
179,149283,ESTRUCTURACIÓN DE CHATBOT DE ASESORÍA UNIVERSITARIA,Serv Social,FACULTAD CIENCIAS DE LA COMPUTACIÓN,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV SAN CLAUDIO 14 SUR, CD UNIVERSITARIA, COL: CDAD. UNIVERSITARIA CP: 72592
Puebla , Puebla
(222) 2295500 EXT 3930
(222) 2295500 EXT 3930
juditte12@gmail.com"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV SAN CLAUDIO 14 SUR, CD UNIVERSITARIA, COL: CDAD. UNIVERSITARIA CP: 72592
Puebla , Puebla
(222) 2295500 EXT 3930
(222) 2295500 EXT 3930
juditte12@gmail.com"
,,,,,,,,,
180,149331,APLICACIÓN MÓVIL DE CASOS CLÍNICOS DE BIOQUÍMICA PARA ESTUDIANTES DEL ÁREA DE LA SALUD,Serv Social,EN SU HOGAR POR LA PANDEMIA,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"ESQ. AV. 14 SUR Y AV. SAN CLAUDIO S/N COL: SAN MANUEL, CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7225
(222) 2295500 EXT
CZEPEDAC@GMAIL.COM"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"ESQ. AV. 14 SUR Y AV. SAN CLAUDIO S/N COL: SAN MANUEL, CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7225
(222) 2295500 EXT
CZEPEDAC@GMAIL.COM"
,,,,,,,,,
181,149332,DESARROLLO DE VÍDEOS SOBRE PROCEDIMIENTOS QUE REQUIEREN PARA SU TRATAMIENTO LOS NIÑOS CON CÁNCER,Serv Social,"CUBICULO 117, EDIFICIO CC01, FCC-BUA",Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"ESQ. AV. 14 SUR Y AV. SAN CLAUDIO S/N COL: SAN MANUEL, CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7225
(222) 2295500 EXT
CZEPEDAC@GMAIL.COM"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"ESQ. AV. 14 SUR Y AV. SAN CLAUDIO S/N COL: SAN MANUEL, CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7225
(222) 2295500 EXT
CZEPEDAC@GMAIL.COM"
,,,,,,,,,
182,149352,APLICACIÓN WEB PARA LA ENSEÑANZA DE PROBABILIDAD Y ESTADISTICA,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO ESQ. VALSEQUILLO S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2980390 EXT
(222) 2980390 EXT
clima@cs.buap.mx"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO ESQ. VALSEQUILLO S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2980390 EXT
(222) 2980390 EXT
clima@cs.buap.mx"
,,,,,,,,,
183,149360,CONCIENTIZACIÓN DIGITAL,Serv Social,H. AYUNTAMIENTO DE AMOZOC,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,H. AYUNTAMIENTO DE AMOZOC DE MOTA,"PLAZA DE LA CONSTITUCION5 Col: CENTRO CP: 72980
Puebla,Amozoc
(221)4291628 Ext:
() Ext:
EDUCACION.AMOZOC@GMAIL.COM"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,H. AYUNTAMIENTO DE AMOZOC DE MOTA,"PLAZA DE LA CONSTITUCION5 Col: CENTRO CP: 72980
Puebla,Amozoc
(221)4291628 Ext:
() Ext:
EDUCACION.AMOZOC@GMAIL.COM"
,,,,,,,,,
184,149389,PROGRAMA PARA EL APOYO DE ACTIVIDADES TÉCNICO-ADMINISTRATIVAS,Serv Social,"AYUNTAMIENTO MUNICIPAL DE ALTLZAYANCA ,TLAXCALA",Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,"H. AYUNTAMIENTO DEL MUNICIPIO DE ATLTZAYANCA, TLAXCALA","CALLE AYUNTAMIENTONO. 1 Col: CENTRO CP: 90550
Tlaxcala ,Altzayanca
(276)4153025 Ext: 0
(0)0 Ext: 0
GUSTAVOPARADA68@HOTMAIL.COM"
185,149414,DISEÑO DE ESTRATEGIAS PARA DISMINUIR EL ÍNDICE DE REPROBADOS EN LA MATERIA DE MATEMÁTICAS,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN DE LA BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO Y 14 SUR CD. UNIVERSITARIA COL: SAN MANUEL CP: 72500
Puebla , Puebla
(222) 2295500 EXT 7222
(222) 2295500 EXT 7222
mestrada@cs.buap.mx"
186,149420,DISEÑO DE ESTRATEGIAS PARA DISMINUIR EL ÍNDICE DE REPROBADOS EN LA MATERIA DE ÁLGEBRA SUPERIOR,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN DE LA BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO Y 14 SUR CD. UNIVERSITARIA COL: SAN MANUEL CP: 72500
Puebla , Puebla
(222) 2295500 EXT 7222
(222) 2295500 EXT 7222
mestrada@cs.buap.mx"
187,149484,DESARROLLO DE OBJETOS DE APRENDIZAJE PARA APOYAR EL APRENDIZAJE DE LAS CIENCIAS DE LA COMPUTACIÓN,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO Y 14 SUR S/N COL: SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT 7219
(222) 2295500 EXT 5672
hildacz@gmail.com"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO Y 14 SUR S/N COL: SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT 7219
(222) 2295500 EXT 5672
hildacz@gmail.com"
,,,,,,,,,
188,149487,SISTEMA COMPUTACIONAL DE INSTRUMENTOS PSICOLÓGICOS PARA MEDIR EL ESTRÉS EN NIÑOS Y ADOLESCENTES HOSPITALIZADOS,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO Y 14 SUR S/N COL: SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT 7219
(222) 2295500 EXT 5672
hildacz@gmail.com"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO Y 14 SUR S/N COL: SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT 7219
(222) 2295500 EXT 5672
hildacz@gmail.com"
,,,,,,,,,
